source_id,ra,dec,parallax,parallax_error,phot_g_mean_mag
41059887816192,45.20026079394719,0.4523761089797983,1.5046341830629293,0.833828,20.151407
43709882411776,45.33303411176148,0.5541753840852546,1.4086640916665754,1.367716,20.582073
49134425896448,45.4943699627491,0.6008336141890844,2.6105719776368876,0.088463806,17.188951
57385058871680,45.096221214337355,0.5589256181440332,2.2430694078072753,0.023781274,14.445218
57552562253568,45.06893844200172,0.5690338180903819,1.5673846748083533,0.9117062,20.362383
60236917116672,45.21165199400081,0.6706270307773224,1.2504014963026753,0.25297147,17.960655
60408715999360,45.20921228616467,0.6866548990922817,1.47868133379332,0.26122734,18.87765
75527000674304,44.60976258037636,0.4446558980279322,1.4871265839605357,0.019550398,13.699389
83154861954304,44.93743032752458,0.6248524438451293,15.699076308305832,0.02283301,12.805547
86655260673920,44.834743617621385,0.675535306445968,3.996528196402338,1.4928377,20.60057
90984587296512,44.58252444713763,0.5814561325920928,1.1304475869888237,0.04257625,15.998461
93767726106112,44.332310901958046,0.6008019051854495,2.3601891897085596,0.34051305,19.303871
95730526831872,44.414250696540186,0.6571254910186275,1.3227063046006506,0.044343933,15.793551
101910984319872,44.610160746106786,0.746327309274475,1.2142750239258522,0.17145972,18.29037
102151502497536,44.612440333967335,0.7666598077136059,1.1141250694063582,0.42842686,19.52769
102460740133376,44.52344715456053,0.7455095776136238,3.288312600120484,0.08891866,16.43853
104487964717440,44.61704712532003,0.7995770356586563,1.3877327460041144,0.13677518,17.909193
106652628176768,44.95642925347666,0.6402242843520322,1.3376023626279492,0.22395724,18.633768
107786499559808,45.10698357214571,0.691003270851577,1.0333465372528474,0.9808299,20.550877
109783659841920,45.05866019761542,0.7915117258684609,1.6107123191826394,0.09210418,15.352838
111325553378560,44.84833287990843,0.7337463914570399,1.6634795106869367,1.0457513,20.372362
111428631854080,44.84725313905861,0.760289122071167,1.2373326608497681,1.441974,20.644884
115895398064896,45.142412303144,0.8375179569954732,1.8069164197594039,0.49539483,19.655848
115929757609344,45.11815421410869,0.8395441842705378,1.7364416417280806,0.12345074,17.8103
121255517266688,45.15727689171946,0.9323271121123623,1.6674744938254626,0.50331193,19.926554
124657131347072,44.77072025516691,0.8296479260584578,1.5451153262824302,0.95884037,20.393991
126237679324416,44.9299230312013,0.8949129703763589,1.533894375406523,0.45022005,19.62145
127027953308928,44.92519802818364,0.9066221271016545,1.0072805557161408,0.4027749,19.676098
130360847752832,44.85914424025653,0.9445135483402138,1.0196456895058037,0.12579279,18.013615
134999412195456,45.11860207282182,1.046582490933249,1.3132430144543819,0.022897314,12.009349
145998823447808,45.644770706268545,0.7493814979566543,1.236074884230307,0.33641356,19.35212
146509925059072,45.55232498597357,0.7399830691345554,2.3691697853941784,1.1855849,20.687841
151462022346240,45.85663660843108,0.8406592789405937,1.29116862299798,0.027360093,14.759245
153828548834688,45.96895271458721,0.9528695565249193,2.6277328331611733,0.5047613,19.570229
154275225306368,45.75607237413349,0.8525895695154048,2.6085217785763444,1.1217977,20.619299
157298882409216,45.824812116434444,0.9499670212478779,2.1071232308341528,0.6162643,19.764675
159016869305216,45.598899412312115,0.8115535544999773,1.048011867334838,0.92980886,20.496466
159158603722240,45.54783441526686,0.8100808180621495,1.662101603119175,0.24821894,18.707018
164931039765120,45.52939155641361,0.8992288059749831,3.309971849447949,0.13043429,17.728193
168568878037888,45.6195745655851,0.9699952419058913,1.3221364455260747,0.9643616,20.558222
168843754793856,45.69686740243136,0.9857604203764089,2.101846802282137,0.5519496,19.791248
174959788042496,45.67784846510809,1.107240873782935,1.99332633627952,0.0180155,12.146872
175990580077056,46.045720840166325,0.9156280045651893,2.5008906410207583,0.57628655,19.580515
179190331201920,46.18532636273747,1.0774151830096308,1.3775398186705756,0.033690855,15.120591
