source_id,ra,dec,parallax,parallax_error,parallax_corrected,period_days,mean_g_mag,mean_bp_mag,mean_rp_mag,g_mag_error,bp_mag_error,rp_mag_error
2054832033681200384,302.80705729553387,32.26819208267686,0.23933059768971668,0.020185204,0.2693305976897167,7.297551216713041,13.524287,15.591677,12.189878,0.0023591737,0.009050354,0.0028358733
458239995077788544,38.63041573864392,58.831617594760424,0.3787264569172398,0.014992235,0.40872645691723974,5.365068693146465,10.555656,11.5628805,9.569315,0.0031120442,0.0028830904,0.0046326756
5309114391501007744,143.84201545309483,-53.742651511936266,0.21934456251873277,0.013148269,0.24934456251873277,6.003523421622634,13.177951,14.87736,11.941126,0.0014560279,0.0037371852,0.002561289
4256744187345732224,280.53296920016754,-4.293492802879082,0.3279378863733871,0.016235646,0.3579378863733871,11.05483132703628,9.944167,11.083496,8.897671,0.014785199,0.019865744,0.008931848
2209335510692749056,351.39493458099696,64.7904128391609,0.2473479498540573,0.019488564,0.2773479498540573,9.5036575643908,11.317572,12.55985,10.198641,0.00229006,0.042911217,0.008010477
2016028168089215488,356.26092530739623,63.00384591915706,0.381051765685101,0.01350726,0.41105176568510104,7.802199105063333,10.079627,11.026011,9.120254,0.0032806173,0.0062025,0.0038068958
4153413252782596864,277.06045329574164,-11.252441831367323,0.3619243025695911,0.028397476,0.3919243025695911,24.338129148923628,10.718687,12.528395,9.463656,0.012207821,0.014221288,0.008138697
261548119462093568,77.66762373902333,49.68760306511437,0.3927382134717123,0.014950996,0.42273821347171225,8.002298752607455,9.071054,9.67781,8.314074,0.0020939384,0.0022348012,0.0012787024
2172686554763264768,323.5144662211651,53.310081125641716,0.2225404654266131,0.01209536,0.2525404654266131,4.5621010930762855,11.964352,13.002195,10.951507,7.8079E-4,7.9913455E-4,0.005583814
2010134274671099264,345.33800577936574,57.86701629686323,0.2684502696695644,0.013300637,0.29845026966956445,3.9194180377877057,11.484051,12.278551,10.600592,0.0018044593,0.0014688935,0.003672417
486834100624652800,54.08394708695425,62.287226823682396,0.23098841281694873,0.012384526,0.26098841281694873,3.9972016586298063,12.722124,13.771777,11.704172,8.683908E-4,0.0021150287,0.0013096646
445121820622854656,53.5926886793078,54.60724122848044,0.371061904801306,0.017976683,0.401061904801306,3.569404825261708,12.704412,14.059999,11.568512,0.0030875262,0.0053516314,0.006283292
508915489570374272,24.308407204868175,57.75921601260633,0.30468913992175034,0.018854063,0.3346891399217503,14.788901159045958,8.795929,9.493339,7.9733405,0.004487657,0.012577445,0.010971192
5332375453374624640,178.0737807060855,-65.40418201580248,0.291540355982154,0.012110106,0.321540355982154,11.638899480340397,9.366626,10.039716,8.563278,0.0063997605,0.004728665,0.005865448
5942521668514052608,250.33349872580848,-47.660817124599745,0.2657083668570672,0.024859367,0.29570836685706725,13.004905035821153,11.664414,13.221163,10.429694,0.006203137,0.008779266,0.040261604
1994462866719961216,354.4081020869204,54.84718323302718,0.46901319542194037,0.013349052,0.49901319542194034,6.3369137417919585,9.042899,9.69958,8.255562,6.78925E-4,7.680055E-4,8.966956E-4
5614191175568405376,115.20408047213886,-25.457708059713582,0.24075246202748402,0.013344898,0.27075246202748404,4.170891182751824,12.391736,13.330094,11.43372,7.1757013E-4,0.0013839399,9.1413176E-4
5333376489975555584,175.33100035881355,-62.26475713680974,0.3366447508967179,0.01730519,0.3666447508967179,5.892199725387542,11.849924,13.105074,10.740857,0.0012476844,0.002218919,0.0014853093
251864136443731584,59.9090192736971,52.79069336540377,0.2561744383248276,0.016814996,0.2861744383248276,3.705903689688306,13.233142,14.824559,12.023676,0.0038117613,0.0061186617,0.0041014836
473293889810320128,57.10697680743192,59.442268382539986,0.606205056618136,0.01770379,0.636205056618136,5.065604903684328,9.998524,11.134045,8.944601,0.001710352,0.0055779954,0.0020885833
5871922507947292032,205.07765290606085,-57.613183920666884,0.5516408883784639,0.026197053,0.581640888378464,10.952890439520342,7.50945,8.042657,6.806796,0.0017626714,0.0019149664,0.0030985926
2027951173435143680,297.8787641285739,27.46020619100544,0.37293243943358745,0.021149056,0.4029324394335875,44.913759014177224,6.664702,7.4765863,5.773464,0.0052802805,0.004222369,0.0055306577
5824464493705913472,229.9404108121685,-66.4960763368322,1.5431832870229811,0.016094733,1.5731832870229812,3.3892682782242503,6.457799,6.8367395,5.8891273,0.0012489215,0.0017653788,0.0035222005
2065869957888142720,312.6896268455626,42.17016273408198,0.4967802871689176,0.023328453,0.5267802871689176,5.68437306697526,11.337327,13.175289,10.06059,0.001594079,0.0016894068,0.0018155283
511362109099936384,27.73892936675563,62.01934924141351,0.20473779541790724,0.013338828,0.23473779541790724,4.68777869386145,12.544975,13.699581,11.479873,8.0688414E-4,8.0615113E-4,0.0014109443
5522534374444924672,130.69277945085406,-43.56418122976309,0.2590236460292978,0.01781578,0.28902364602929775,6.350501895363444,13.506568,15.554391,12.174801,0.0049689636,0.005351673,0.0029902158
2011488250218029184,357.48341806122255,59.94069678815946,0.20486816642424194,0.016485386,0.23486816642424194,8.191775709857533,11.132749,12.171594,10.125642,0.0012753312,0.001679871,0.0015882318
1870258975238302208,310.85076233271076,35.58777650648951,0.8842386287181716,0.01992764,0.9142386287181716,16.376554034515223,6.0861883,6.636108,5.3241777,0.029996369,0.0067022634,0.008556683
1999252442448732288,358.02927448681936,58.74171978276972,0.3297081564266386,0.01492538,0.35970815642663856,12.13703117445177,9.339452,10.176321,8.438381,0.009223797,0.013061906,0.0069754636
5329838158460391296,131.22275782118206,-46.342960465465616,0.49018001723790955,0.018705394,0.5201800172379095,9.550744745520666,7.9954643,8.501973,7.331166,0.0048771743,0.0086478265,0.004684388
4095782655730995968,272.4445412563659,-18.377297014643965,0.46461270697404267,0.01891779,0.4946127069740427,7.288755420757196,10.384068,11.65055,9.280782,0.009422491,0.008700622,0.008903792
447987564541431168,48.77428839224993,56.212550045536176,0.31752914160698775,0.022179097,0.3475291416069878,4.252671327661486,12.804575,14.442844,11.589214,0.0054892995,0.005599403,0.0039568306
4094784475310672128,274.24882157138273,-19.07583147548117,0.5742031493221923,0.027733965,0.6042031493221923,21.847478201912878,7.533782,8.39845,6.6521745,0.009971483,0.062633544,0.028213989
3133819112256378368,100.0232567252705,7.6058351456206,0.46999587494482525,0.017421203,0.4999958749448252,2.705480098251865,10.144749,10.8202505,9.332462,0.013648142,0.00609193,0.009335816
3128293447849074048,104.21285438225806,4.516185734255973,0.3475649220214652,0.01670578,0.3775649220214652,3.013960307541533,10.93463,11.612212,10.124515,0.008256351,0.015054324,0.008195145
2165771172070496512,317.72653587334,49.14204142754623,0.3550861336436594,0.0135481525,0.3850861336436594,7.2513201210244524,9.93909,10.85098,8.992775,0.001897049,0.002404706,0.0025524865
5616601820448126336,111.52996044479637,-25.257297442256217,0.2864998146972418,0.012744514,0.31649981469724175,12.352288943324067,9.431934,10.185409,8.574963,0.0060130144,0.00631376,0.0049448814
5313887130948758016,142.92069032895037,-49.65498878584853,0.5047402390883815,0.013407684,0.5347402390883815,11.198462339690789,8.875603,9.796915,7.9274197,0.0032131872,0.003341519,0.0017553156
2066900067144378752,311.5581024843544,43.21286155699536,0.4127340452547379,0.019393269,0.4427340452547379,5.968627554958948,11.87938,13.538657,10.638918,0.0015575902,0.003938052,0.010023303
1825559704420479360,294.1271137441332,20.041386712136763,0.22160650667414977,0.019780826,0.25160650667414974,6.34262870194585,12.05021,13.351421,10.936799,8.688996E-4,0.0014901351,0.0012183767
5258904608895410688,152.30668209632992,-57.242588847803916,0.40852870395008817,0.017520247,0.43852870395008814,4.091211534784611,10.517075,11.351028,9.620155,0.016653765,0.012405854,0.0072882976
5337191279937200256,168.04212311082057,-61.75486712042563,0.6884094888834371,0.020292029,0.7184094888834371,7.53341426442429,7.8114614,8.3266945,7.1340804,6.42156E-4,7.1709603E-4,0.0011640621
5877723874912947072,219.96543850642144,-60.88980321044479,0.2467679744690146,0.024199776,0.2767679744690146,4.884174614976581,13.939455,16.136627,12.578292,0.004142055,0.014576914,0.0071655107
4093976334264606976,273.85943862951035,-20.629552967069323,0.41961369288092004,0.019104188,0.44961369288092,6.179074633240001,10.179061,11.067321,9.258567,0.011513766,0.013363143,0.023078954
512524361613040640,23.180098556266138,63.5938046047051,1.3449081902378146,0.017760761,1.3749081902378146,8.376141031017218,6.647508,7.4443483,5.7576885,4.2517472E-4,8.6654106E-4,0.0043906
1980786488264944256,327.0277499249583,51.25842583192134,0.22583673274537375,0.018215815,0.2558367327453738,11.917850471127375,11.624246,13.106451,10.466078,0.012246242,0.01811486,0.011180442
5521459979795304320,129.42006775171353,-47.361948684366475,0.9309187277868931,0.01592531,0.9609187277868931,4.639972345209943,7.7230787,8.240171,7.0321198,0.0017402624,0.0022336182,9.915184E-4
